Stock,Species,Areas,AreaType,StockDescription
nep.fu.17,NEP,34D9,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 7.b, Functional Unit 17 (west of Ireland, Aran grounds)
nep.fu.17,NEP,34E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 7.b, Functional Unit 17 (west of Ireland, Aran grounds)
nep.fu.17,NEP,35D9,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 7.b, Functional Unit 17 (west of Ireland, Aran grounds)
nep.fu.17,NEP,35E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 7.b, Functional Unit 17 (west of Ireland, Aran grounds)
nep.fu.17,NEP,FU.17,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 7.b, Functional Unit 17 (west of Ireland, Aran grounds)
nep.fu.19,NEP,31D9,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,31E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,31E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,32D9,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,32E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,32E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,32E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,33D9,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,33E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,33E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,33E3,IC_StatRec,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.19,NEP,FU.19,IC_Divisions,Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)
nep.fu.2021,NEP,28E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,28E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,28E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,29E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,29E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,29E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,29E3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,30E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,30E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,30E3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,31E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.2021,NEP,FU.20-21,IC_Divisions,Norway lobster (Nephrops norvegicus) in Divisions 7.g and 7.h, Functional Units 20 and 21 (Celtic Sea)
nep.fu.22,NEP,31E3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.f and 7.g, Functional Unit 22 (Celtic Sea, Bristol Channel)
nep.fu.22,NEP,31E4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.f and 7.g, Functional Unit 22 (Celtic Sea, Bristol Channel)
nep.fu.22,NEP,32E3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.f and 7.g, Functional Unit 22 (Celtic Sea, Bristol Channel)
nep.fu.22,NEP,32E4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 7.f and 7.g, Functional Unit 22 (Celtic Sea, Bristol Channel)
nep.fu.22,NEP,FU.22,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Divisions 7.f and 7.g, Functional Unit 22 (Celtic Sea, Bristol Channel)
nep.fu.2324,NEP,20E7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,21E6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,21E7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,22E5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,22E6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,23E5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,FU.23-24,IC_Divisions,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,19E8,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,20E8,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,21E8,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,22E7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,23E6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,23E7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,24E5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,24E6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.2324,NEP,24E7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Divisions 8.a and 8.b, Functional Units 23-24 (northern and central Bay of Biscay)
nep.fu.25,NEP,FU.25,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 25 (southern Bay of Biscay and northern Galicia)
nep.fu.25,NEP,15E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 25 (southern Bay of Biscay and northern Galicia)
nep.fu.25,NEP,15E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 25 (southern Bay of Biscay and northern Galicia)
nep.fu.25,NEP,16E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 25 (southern Bay of Biscay and northern Galicia)
nep.fu.2627,NEP,09E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,10E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,11E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,12E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,FU.26,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,FU.27,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,13E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,13E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,14E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,14E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,06E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,07E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,08E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,09E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,10E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,11E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2627,NEP,12E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)
nep.fu.2829,NEP,02E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,03E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,04E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,FU.28-29,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,03E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,04E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,05E0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,05E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,02E1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.2829,NEP,02E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)
nep.fu.30,NEP,FU.30,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Unit 30 (Atlantic Iberian waters East and Gulf of Cadiz)
nep.fu.30,NEP,02E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Unit 30 (Atlantic Iberian waters East and Gulf of Cadiz)
nep.fu.30,NEP,02E3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Unit 30 (Atlantic Iberian waters East and Gulf of Cadiz)
nep.fu.30,NEP,03E2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Unit 30 (Atlantic Iberian waters East and Gulf of Cadiz)
nep.fu.30,NEP,03E3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Unit 30 (Atlantic Iberian waters East and Gulf of Cadiz)
nep.fu.31,NEP,16E5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 31 (southern Bay of Biscay and Cantabrian Sea)
nep.fu.31,NEP,16E7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 31 (southern Bay of Biscay and Cantabrian Sea)
nep.fu.31,NEP,FU.31,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 31 (southern Bay of Biscay and Cantabrian Sea)
nep.fu.31,NEP,16E4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 31 (southern Bay of Biscay and Cantabrian Sea)
nep.fu.31,NEP,16E6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 8.c, Functional Unit 31 (southern Bay of Biscay and Cantabrian Sea)
nep.fu.32,NEP,43F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,43F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,43F7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,44F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,44F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,44F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,44F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,44F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,45F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,45F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,45F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,45F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,45F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,46F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,46F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,46F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,46F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,47F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,47F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,47F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,47F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,48F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,48F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,48F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,48F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,49F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,49F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,49F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,49F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,50F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,50F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,50F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,50F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,51F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,51F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,51F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,51F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,52F2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,52F3,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,52F4,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,52F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,FU.32,IC_Divisions,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,46F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,47F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,48F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,49F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,50F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,51F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.32,NEP,52F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)
nep.fu.33,NEP,39F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)
nep.fu.33,NEP,39F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)
nep.fu.33,NEP,40F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)
nep.fu.33,NEP,40F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)
nep.fu.33,NEP,41F5,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)
nep.fu.33,NEP,41F6,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)
nep.fu.33,NEP,FU.33,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)
nep.fu.34,NEP,41F0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 34 (central North Sea, Devil’s Hole)
nep.fu.34,NEP,41F1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 34 (central North Sea, Devil’s Hole)
nep.fu.34,NEP,42F0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 34 (central North Sea, Devil’s Hole)
nep.fu.34,NEP,42F1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 34 (central North Sea, Devil’s Hole)
nep.fu.34,NEP,43F0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 34 (central North Sea, Devil’s Hole)
nep.fu.34,NEP,43F1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 34 (central North Sea, Devil’s Hole)
nep.fu.34,NEP,FU.34,IC_Sub-divisions,Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 34 (central North Sea, Devil’s Hole)
nep.fu.3-4,NEP,41G1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,41G2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,42G0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,42G1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,42G2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,43F8,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,43F9,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,43G0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,43G1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,43G2,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,44F7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,44F8,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,44F9,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,44G0,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,44G1,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
nep.fu.3-4,NEP,45F7,IC_StatRec,Norway lobster (Nephrops norvegicus) in Division 3.a, Functional Units 3 and 4 (Skagerrak and Kattegat)
