Stock,Species,Areas,AreaType,StockDescription
alf.27.nea,ALF,27.8.e.2,IC_Sub-divisions,Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
alf.27.nea,ALF,27.9.a.c,IC_Sub-divisions,Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
ane.27.8,ANE,27.8,IC_Sub-areas,Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)
ane.27.8,ANE,27.8.a,IC_Divisions,Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)
ane.27.8,ANE,27.8.b,IC_Divisions,Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)
ane.27.8,ANE,27.8.c,IC_Divisions,Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)
ane.27.8,ANE,27.8.d,IC_Divisions,Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)
ane.27.8,ANE,27.8.e,IC_Divisions,Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)
ane.27.8,ANE,27.8.c.w,IC_Sub-divisions,Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)
ane.27.8,ANE,27.8.c.e,IC_Sub-divisions,Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)
ane.27.9a,ANE,27.9.a,IC_Divisions,Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)
ane.27.9a,ANE,27.9.a.n,IC_Sub-divisions,Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)
ane.27.9a,ANE,27.9.a.s,IC_Sub-divisions,Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)
ane.27.9a,ANE,27.9.a.c.n,IC_AreaUnit,Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)
ane.27.9a,ANE,27.9.a.c.s,IC_AreaUnit,Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)
ane.27.9a,ANE,27.9.a.s.a,IC_AreaUnit,Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)
ane.27.9a,ANE,27.9.a.s.c,IC_AreaUnit,Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)
ane.27.9a,ANE,27.9.a.c,IC_Sub-divisions,Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)
anf.27.1-2,ANF,27.1,IC_Sub-areas,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 1 and 2 (Northeast Arctic)
anf.27.1-2,ANF,27.2,IC_Sub-areas,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 1 and 2 (Northeast Arctic)
anf.27.1-2,ANF,27.2.a,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 1 and 2 (Northeast Arctic)
anf.27.1-2,ANF,27.2.b,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 1 and 2 (Northeast Arctic)
anf.27.1-2,ANF,27.1.b,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 1 and 2 (Northeast Arctic)
anf.27.1-2,ANF,27.2.a.1,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 1 and 2 (Northeast Arctic)
anf.27.1-2,ANF,27.2.a.2,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 1 and 2 (Northeast Arctic)
anf.27.3a46,ANF,27.4,IC_Sub-areas,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.4.a,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.4.a.e,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.4.a.w,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.6,IC_Sub-areas,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.3.a,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.4.b,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.4.c,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.6.a,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.6.b,IC_Divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.6.a.n,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.3.a.21,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.6.a.s,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.3.a.20,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.6.b.2,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
anf.27.3a46,ANF,27.6.b.1,IC_Sub-divisions,Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)
ank.27.78abd,ANK,27.7,IC_Sub-areas,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.a,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.d,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.e,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.f,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.b,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.c,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.g,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.h,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.j,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.k,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.8.a,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.8.b,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.8.d,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.c.1,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.c.2,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.j.1,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.j.2,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.k.1,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.7.k.2,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.8.d.1,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.8.d.2,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.8.e.1,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.78abd,ANK,27.8.e.2,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)
ank.27.8c9a,ANK,27.8.c,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
ank.27.8c9a,ANK,27.9.a,IC_Divisions,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
ank.27.8c9a,ANK,27.9.a.n,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
ank.27.8c9a,ANK,27.9.a.s,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
ank.27.8c9a,ANK,27.9.a.c.n,IC_AreaUnit,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
ank.27.8c9a,ANK,27.9.a.c.s,IC_AreaUnit,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
ank.27.8c9a,ANK,27.9.a.s.a,IC_AreaUnit,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
ank.27.8c9a,ANK,27.9.a.s.c,IC_AreaUnit,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
ank.27.8c9a,ANK,27.9.a.c,IC_Sub-divisions,Black-bellied anglerfish (Lophius budegassa) in Divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)
arg.27.nea,ARG,27.4,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.3,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.1,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.2,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.5,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.6,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.7,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.8,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.9,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.10,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.12,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.14,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27,IC_AreaTopLevel,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.1.coas,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
arg.27.nea,ARG,27.2.coas,IC_Sub-areas,Argentina spp. in the Northeast Atlantic
aru.27.123a4,ARU,27.4,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.4.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.1,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.2,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.2.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.2.b,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.3.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.4.b,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.4.c,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.3.a.21,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.3.a.20,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.1.b,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.2.a.1,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.2.a.2,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.1.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.2.b.1,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.123a4,ARU,27.2.b.2,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 1, 2, and 4, and Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)
aru.27.5a14,ARU,27.14,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)
aru.27.5a14,ARU,27.5.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)
aru.27.5a14,ARU,27.14.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)
aru.27.5a14,ARU,27.14.b,IC_Divisions,Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)
aru.27.5a14,ARU,27.5.a.1,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)
aru.27.5a14,ARU,27.14.b.1,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)
aru.27.5a14,ARU,27.14.b.2,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)
aru.27.5a14,ARU,27.5.a.2,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)
aru.27.5b6a,ARU,27.5.b,IC_Divisions,Greater silver smelt (Argentina silus) in Divisions 5.b and 6.a (Faroes grounds and west of Scotland)
aru.27.5b6a,ARU,27.6.a,IC_Divisions,Greater silver smelt (Argentina silus) in Divisions 5.b and 6.a (Faroes grounds and west of Scotland)
aru.27.5b6a,ARU,27.5.b.1,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Divisions 5.b and 6.a (Faroes grounds and west of Scotland)
aru.27.5b6a,ARU,27.5.b.2,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Divisions 5.b and 6.a (Faroes grounds and west of Scotland)
aru.27.5b6a,ARU,27.5.b.1.a,IC_AreaUnit,Greater silver smelt (Argentina silus) in Divisions 5.b and 6.a (Faroes grounds and west of Scotland)
aru.27.5b6a,ARU,27.5.b.1.b,IC_AreaUnit,Greater silver smelt (Argentina silus) in Divisions 5.b and 6.a (Faroes grounds and west of Scotland)
aru.27.6b7-1012,ARU,27.7,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.8,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.9,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.10,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.12,IC_Sub-areas,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.6.b,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.d,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.e,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.f,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.b,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.c,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.g,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.h,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.j,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.k,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.8.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.8.b,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.8.c,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.8.d,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.8.e,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.9.a,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.9.b,IC_Divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.a.n,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.7.a.s,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
aru.27.6b7-1012,ARU,27.9.a.n,IC_Sub-divisions,Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and in Division 6.b (other areas)
